UN_Unit,Unit_Reference,Unit_Location,Type_Description,Road_Name,GISEasting,GISNorthing,Elexon_Lamp_Unit_Type
14594,EC528,S/o 4 Horsell Road,Lamp Column,Melgund Road,531340.1875,185136.5156,LED
14595,EC529,O/s 4/6,Lamp Column,Melgund Road,531359.0625,185135.8281,LED
14596,EC530,O/s 9/11,Lamp Column,Melgund Road,531375.1875,185151.9688,LED
14597,EC531,O/s 1-6 Baker House,Lamp Column,Melgund Road,531401.3125,185150.3594,LED
14598,EC532,O/s 27/29,Lamp Column,Melgund Road,531421.375,185164.5,LED
14599,EC533,O/s 38/40,Lamp Column,Melgund Road,531446.625,185161.6719,LED
14600,EC534,O/s 45/47,Lamp Column,Melgund Road,531466.6875,185176.4375,LED
14601,EC535,O/s 54,Lamp Column,Melgund Road,531493.125,185174.6875,LED
14602,EC572,S/o 38 Horsell Road,Lamp Column,Witherington Road,531273.875,185232.375,LED
14603,EC573,O/s 4/6,Lamp Column,Witherington Road,531302.625,185237.6563,LED
14604,EC574,O/s 13/15,Lamp Column,Witherington Road,531319.5625,185255.6719,LED
14605,EC575,O/s 22/24,Lamp Column,Witherington Road,531347.0625,185255.9531,LED
14606,EC576,O/s 31/33,Lamp Column,Witherington Road,531369.0625,185271.5156,LED
14607,EC577,O/s 40/42,Lamp Column,Witherington Road,531393.4375,185267.9063,LED
14608,EC578,O/s 47/49,Lamp Column,Witherington Road,531411,185281.1094,LED
14609,EC579,O/s 56/58,Lamp Column,Witherington Road,531434.625,185277.3906,LED
14610,EC580,S/o 33 Arvon Road,Lamp Column,Witherington Road,531459.375,185282.9531,LED
14611,KC091,O/s 116/118,Lamp Column,Islington High Street (a1),531589.8125,183448.1563,LED
14612,KC092,O/s 108,Lamp Column,Islington High Street (a1),531576.6875,183428.9844,LED
14613,KC093,S/o 335-357 Upper Street,Lamp Column,Islington High Street (a1),531571.9635,183419.1407,LED
14614,KC094,O/s 98,Lamp Column,Islington High Street (a1),531560.6875,183405.6406,LED
14615,KC081,O/s 90,Lamp Column,Islington High Street (a1),531548.25,183387.3438,LED
14616,KC082,O/s 86,Lamp Column,Islington High Street (a1),531540.1875,183374.9531,LED
14617,KC568,O/s 82,Lamp Column,Islington High Street (a1),531532.375,183361.75,LED
14618,KC083,Adj To 31,Lamp Column,Camden Passage,531677.8125,183576.9844,LED
14619,KC084,O/s 2 Camden Walk,Lamp Column,Camden Passage,531663.1875,183560.8281,LED
14620,KC085,O/s 47/53,Lamp Column,Camden Passage,531652.5,183547.0469,LED
14621,KC086,O/s 26/28,Lamp Column,Camden Passage,531636.9375,183528.5469,LED
14622,KC087,O/s 16/18,Lamp Column,Camden Passage,531626,183506.125,LED
14623,KC088,O/s 23/25,Lamp Column,Camden Passage,531612,183482.2656,LED
14624,KC090,O/s 7,Lamp Column,Camden Passage,531577.5625,183462.1094,LED
14625,KC089,O/s 2,Lamp Column,Camden Passage,531604.25,183465.8125,LED
14626,KC558,S/o 67 St Peters Street,Lamp Column,Allingham Street,532012.8125,183438.9531,SON
14627,KC559,O/s 7,Lamp Column,Allingham Street,532028.6875,183448.75,SON
14628,KC560,O/s 10/12,Lamp Column,Allingham Street,532051.75,183452.9531,SON
14629,KC561,O/s 23/25,Lamp Column,Allingham Street,532063.8125,183470.6719,SON
14630,KC562,O/s 26/28,Lamp Column,Allingham Street,532084.9375,183473.9063,SON
14631,KC563,End Of Road,Lamp Column,Allingham Street,532097.4375,183487.5,SON
14632,HC138,S/o 27 Halliford Street,Lamp Column,Almorah Road,532655.6875,184048.1875,LED
14633,HC139,R/o 27 Halliford Street,Lamp Column,Almorah Road,532669.5625,184065.5,LED
14634,HC140,O/s 2,Lamp Column,Almorah Road,532692.875,184075.1875,LED
14635,HC141,O/s 11/13,Lamp Column,Almorah Road,532695.125,184097.5469,LED
14636,HC142,O/s 12/14,Lamp Column,Almorah Road,532712.4375,184099.8906,LED
14637,HC143,O/s 17,Lamp Column,Almorah Road,532711.9375,184119.9531,LED
14638,HC144,O/s 24/26,Lamp Column,Almorah Road,532733.875,184126.75,LED
14639,HC145,O/s 29/31,Lamp Column,Almorah Road,532737.25,184150.2344,LED
14640,HC146,O/s 40/42,Lamp Column,Almorah Road,532758.1875,184157.1875,LED
14641,HC147,O/s 41/43,Lamp Column,Almorah Road,532758.8125,184177.2344,LED
14642,HC148,O/s Community Centre,Lamp Column,Almorah Road,532777.5,184181.1563,LED
14643,HC149,O/s 53,Lamp Column,Almorah Road,532778.75,184201.0625,LED
14644,HC150,J/w Cleveland Road,Lamp Column,Almorah Road,532796.875,184209.625,LED
14645,HC348,Opp 254,Lamp Column,Annette Crescent,532303.5,184242.1719,LED
14646,HC349,Opp 262/264,Lamp Column,Annette Crescent,532327.6875,184247.8438,LED
14647,HC350,Opp 274,Lamp Column,Annette Crescent,532344.5,184264.7656,LED
14648,HC351,Opp 282/284,Lamp Column,Annette Crescent,532351.9375,184283.1719,LED
14649,KC569,S/o 70/72 Liverpool Road,Lamp Column,Barford Street,531394.875,183618.3438,LED
14650,KC738,Opp R/o 70/72 Liverpool Road,Lamp Column,Barford Street,531413,183613.3438,LED
14651,KC739,O/s 2/3,Lamp Column,Barford Street,531427.1875,183620.9375,LED
14652,KC740,Opp 5/6,Lamp Column,Barford Street,531444.5,183612.2188,LED
14653,KC741,Opp 9,Lamp Column,Barford Street,531463.75,183612.7031,LED
14654,KC742,Opp 12/13,Lamp Column,Barford Street,531481.375,183612.9063,LED
14655,KC743,Opp 15/16,Lamp Column,Barford Street,531498.6875,183613.7969,LED
14656,KC570,S/o 8 Danbury Street,Lamp Column,Burgh Street,531917.5,183351.4375,LED
14657,KC571,O/s 1/2,Lamp Column,Burgh Street,531927.25,183336.6719,LED
14658,KC572,O/s 34/35,Lamp Column,Burgh Street,531940.1875,183344.4063,LED
14659,KC573,O/s 7/8,Lamp Column,Burgh Street,531953.1875,183338.5156,LED
14660,KC574,O/s 29/30,Lamp Column,Burgh Street,531962.875,183352.6094,LED
14661,KC575,O/s 12/13,Lamp Column,Burgh Street,531976.5625,183346.5469,LED
14662,KC576,O/s 24/25,Lamp Column,Burgh Street,531986.75,183361.125,LED
14663,KC577,O/s 18/19,Lamp Column,Burgh Street,532002.125,183356.9219,LED
14664,KC578,S/o 60 St Peters Street,Lamp Column,Burgh Street,532010.4375,183373.0625,LED
14665,KC579,S/o 62 St Peters Street,Lamp Column,Burgh Street,532025.625,183368.8594,LED
14666,HC298,S/o 126 Downham Road,Lamp Column,Cleveland Road,532780.0625,184047.9063,LED
14667,HC153,O/s 14/16,Lamp Column,Cleveland Road,532788.1875,184105.3438,LED
14668,HC154,O/s 23,Lamp Column,Cleveland Road,532802.5,184129.6094,LED
14669,HC155,Opp 33/35,Lamp Column,Cleveland Road,532806.375,184156.7031,LED
14670,HC156,Opp 43/45,Lamp Column,Cleveland Road,532799.125,184184.3125,LED
14671,HC157,Opp Almorah Road,Lamp Column,Cleveland Road,532813.0625,184203.875,LED
14672,HC158,Opp 57/59,Lamp Column,Cleveland Road,532803.75,184221.6875,LED
14673,HC159,Opp Elmore Street,Lamp Column,Cleveland Road,532817.8125,184236.8438,LED
14674,HC160,Opp 69/71,Lamp Column,Cleveland Road,532814.5,184258.4844,LED
14675,HC161,S/o 73 Northchurch Road,Lamp Column,Cleveland Road,532830.875,184279.125,LED
14676,KC445,O/s 40,Lamp Column,Cloudesley Road,531219.375,183543.8438,SON
14677,KC438,R/o 18 Ritchie Street,Lamp Column,Cloudesley Road,531258.4375,183426.625,LED
14678,KC439,J/w Ritchie Street,Lamp Column,Cloudesley Road,531246,183437.1875,LED
14679,KC440,O/s 12/14,Lamp Column,Cloudesley Road,531240.3125,183453.9688,LED
14680,KC441,Adj To 22,Lamp Column,Cloudesley Road,531244.25,183479.6094,LED
14681,KC442,J/w Batchelor Street,Lamp Column,Cloudesley Road,531227.625,183489.5938,LED
14682,KC443,Opp 7/9,Lamp Column,Cloudesley Road,531232.6875,183504.4531,LED
14683,KC444,J/w Copenhagen Street,Lamp Column,Cloudesley Road,531225.4375,183522.9531,LED
14684,KC446,S/o 2 Copenhagen Street,Lamp Column,Cloudesley Road,531208.125,183543.25,SON
14685,KC447,O/s 48/50,Lamp Column,Cloudesley Road,531214.1875,183568.5,SON
14686,KC448,Opp 48/50,Lamp Column,Cloudesley Road,531201.875,183565.7656,SON
14687,KC449,O/s 58,Lamp Column,Cloudesley Road,531207.4375,183591.9375,SON
14688,KC450,Opp 58,Lamp Column,Cloudesley Road,531198.625,183590.1719,SON
14689,KC451,O/s 70,Lamp Column,Cloudesley Road,531206.6875,183620.1719,SON
14690,KC452,Opp 70,Lamp Column,Cloudesley Road,531194.125,183618.7031,SON
14691,KC453,O/s 80,Lamp Column,Cloudesley Road,531201.5625,183646.2969,SON
14692,KC454,Opp 80,Lamp Column,Cloudesley Road,531191.875,183645.2188,SON
14693,KC455,O/s 90/92,Lamp Column,Cloudesley Road,531201.5,183671.5469,SON
14694,KC456,Opp 90/92,Lamp Column,Cloudesley Road,531192.1875,183670.7656,SON
14695,KC457,O/s 100,Lamp Column,Cloudesley Road,531198.625,183697.6563,SON
14696,KC458,Opp 100,Lamp Column,Cloudesley Road,531186.625,183696.0938,SON
14697,KC459,O/s 110/112,Lamp Column,Cloudesley Road,531196.125,183723.0938,SON
14698,KC460,Opp 110/112,Lamp Column,Cloudesley Road,531184.375,183719.7813,SON
14699,KC461,O/s 116,Lamp Column,Cloudesley Road,531192.5,183737.6875,SON
14700,KC462,J/w Cloudesley Square,Lamp Column,Cloudesley Road,531181.625,183747.2813,SON
14701,KC463,Adj To 118,Lamp Column,Cloudesley Road,531189.5625,183756.9531,SON
14702,KC464,O/s 122/124,Lamp Column,Cloudesley Road,531189.5625,183774.7656,SON
14703,KC465,Opp 122/124,Lamp Column,Cloudesley Road,531179.375,183775.3594,SON
14704,KC466,O/s 132/134,Lamp Column,Cloudesley Road,531189.6875,183800.2031,SON
14705,KC467,O/s 117/119,Lamp Column,Cloudesley Road,531177.5,183800.2031,SON
14706,KC468,O/s 142/144,Lamp Column,Cloudesley Road,531187.6875,183825.3594,SON
14707,KC469,O/s 125/125a,Lamp Column,Cloudesley Road,531175.75,183825.0625,SON
14708,KC470,O/s 152/154,Lamp Column,Cloudesley Road,531186.125,183850.0625,SON
14709,KC471,Opp 152/154,Lamp Column,Cloudesley Road,531174,183848.2031,SON
14710,KC472,O/s 162/164,Lamp Column,Cloudesley Road,531182.4375,183875.1563,SON
14711,KC473,Opp 162/164,Lamp Column,Cloudesley Road,531172.75,183875.0625,SON
14712,EC389,S/o 70 Holloway Road,Lamp Column,Fieldway Crescent,531303.3125,185073.6875,LED
14713,EC442,O/s Library,Lamp Column,Fieldway Crescent,531317.625,185072.7969,LED
14714,EC443,O/s 3/5,Lamp Column,Fieldway Crescent,531328.375,185088.75,LED
14715,EC444,O/s Library,Lamp Column,Fieldway Crescent,531342.5625,185082.875,LED
14716,EC445,Opp 9/11,Lamp Column,Fieldway Crescent,531359.875,185086.4063,LED
14717,EC446,Opp 15/17,Lamp Column,Fieldway Crescent,531378.5625,185089.7344,LED
14718,EC447,O/s Manning House,Lamp Column,Fieldway Crescent,531395.625,185100.4844,LED
14719,EC448,O/s 35,Lamp Column,Fieldway Crescent,531416.9375,185100.3906,LED
14720,EC449,O/s 41/43,Lamp Column,Fieldway Crescent,531437.5,185097.8438,LED
14721,EC450,O/s Westmoreland House,Lamp Column,Fieldway Crescent,531452.625,185081.6094,LED
14722,EC451,O/s Fieldway House,Lamp Column,Fieldway Crescent,531472,185081.5156,LED
14723,EC452,S/o 16 Highbury Crescent,Lamp Column,Fieldway Crescent,531485.5,185067.0313,LED
14724,KC608,S/o 83 St Peters Street,Lamp Column,Frome Street,532034.25,183388.6406,LED
14725,KC609,Opp 1,Lamp Column,Frome Street,532055.125,183390.0156,LED
14726,KC610,Opp 7/9,Lamp Column,Frome Street,532067.75,183398.5625,LED
14727,KC611,Opp 15,Lamp Column,Frome Street,532083.1875,183408.1563,LED
14728,KC612,Opp 25,Lamp Column,Frome Street,532103.4375,183420.5938,LED
14729,KC613,Opp 31/33,Lamp Column,Frome Street,532117.9375,183429.5938,LED
14730,KC614,Adj To 33,Lamp Column,Frome Street,532127.4375,183445.3438,LED
14731,KC615,J/w Dame Street,Lamp Column,Frome Street,532148.375,183457.0781,LED
14732,KC616,O/s Hermitage House,Lamp Column,Gerrard Road,531717.375,183400.2031,LED
14733,KC617,Opp Hermitage House,Lamp Column,Gerrard Road,531713.625,183390.9063,LED
14734,KC618,O/s 47/48,Lamp Column,Gerrard Road,531744.75,183391.6875,LED
14735,KC619,O/s 2,Lamp Column,Gerrard Road,531742.125,183382.0938,LED
14736,KC620,O/s 42/43,Lamp Column,Gerrard Road,531771,183383.4688,LED
14737,KC621,O/s Charles Lamb Court,Lamp Column,Gerrard Road,531768.4375,183373.6875,LED
14738,KC622,O/s 41,Lamp Column,Gerrard Road,531786.0625,183378.9688,LED
14739,KC623,Opp Devonia Road,Lamp Column,Gerrard Road,531791.3125,183366.3438,LED
14740,KC624,O/s 40,Lamp Column,Gerrard Road,531804.75,183373.2031,LED
14741,KC625,O/s 37/38,Lamp Column,Gerrard Road,531819,183369.0938,LED
14742,KC626,O/s 17,Lamp Column,Gerrard Road,531814,183359.4063,LED
14743,KC627,O/s 34,Lamp Column,Gerrard Road,531835.875,183363.9063,LED
14744,KC628,Opp Grantbridge Street,Lamp Column,Gerrard Road,531843.5,183350.2031,LED
14745,KC629,O/s 33,Lamp Column,Gerrard Road,531853.75,183358.125,LED
14746,KC630,O/s 30,Lamp Column,Gerrard Road,531871.75,183352.5469,LED
14747,KC631,O/s 27,Lamp Column,Gerrard Road,531867,183342.7656,LED
14748,KC632,S/o 21 Danbury Street,Lamp Column,Gerrard Road,531887.6875,183347.4531,LED
14749,KC633,S/o 19 Danbury Street,Lamp Column,Gerrard Road,531885.0625,183337.4844,LED
14750,EC515,J/w Fieldway Crescent,Lamp Column,Horsell Road,531334.375,185095.6563,LED
14751,EC516,O/s 2,Lamp Column,Horsell Road,531337.125,185114.4531,LED
14752,EC517,Opp Melgund Road,Lamp Column,Horsell Road,531323.25,185123.2656,LED
14753,EC518,O/s 6/8,Lamp Column,Horsell Road,531324.4375,185142.5313,LED
14754,EC519,Opp 12/14,Lamp Column,Horsell Road,531308.0625,185153.2031,LED
14755,EC520,C/i J/w Ronalds Road,Lamp Column,Horsell Road,531303.375,185175.6094,LED
14756,EC521,C/i J/w Ronalds Road,Lamp Column,Horsell Road,531293.5625,185177.6563,LED
14757,EC522,O/s 26/28,Lamp Column,Horsell Road,531289.5,185197.0313,LED
14758,EC523,O/s 34/36,Lamp Column,Horsell Road,531277.125,185212.9844,LED
14759,EC524,O/s 31,Lamp Column,Horsell Road,531261.6875,185216.2031,LED
14760,EC525,O/s 38/40,Lamp Column,Horsell Road,531260.875,185230.7969,LED
14761,EC526,Opp Tinniswood Close,Lamp Column,Horsell Road,531240.1875,185237.6406,LED
14762,EC527,J/w Drayton Park,Lamp Column,Horsell Road,531233,185257.3125,LED
14763,GC210,O/s 2,Lamp Column,Matthias Road,533250.9375,185402.4844,LED
14764,GC211,O/s Pub,Lamp Column,Matthias Road,533224.625,185403.3594,LED
14765,GC212,O/s 8-18,Lamp Column,Matthias Road,533214.75,185419.4063,LED
14766,GC213,O/s Congreve House,Lamp Column,Matthias Road,533199.6875,185407.8594,LED
14767,GC214,O/s 32,Lamp Column,Matthias Road,533191.8125,185421.8438,LED
14768,GC215,O/s Congreve House,Lamp Column,Matthias Road,533180.375,185410.8906,LED
14769,GC216,Opp Congreve House,Lamp Column,Matthias Road,533166.1875,185423.7031,LED
14770,GC217,O/s 54,Lamp Column,Matthias Road,533137.5605,185426.6935,LED
14771,GC218,O/s Patmore House,Lamp Column,Matthias Road,533119.625,185419.8906,LED
14772,GC219,O/s Patmore House,Lamp Column,Matthias Road,533098.5625,185422.8281,LED
14773,GC220,O/s 1-32 Matthias House,Lamp Column,Matthias Road,533075.5,185433.0938,LED
14774,GC221,O/s Hewling House,Lamp Column,Matthias Road,533048.4375,185435.0156,LED
14775,GC222,Opp School,Lamp Column,Matthias Road,533029,185429.2969,LED
14776,GC223,O/s School,Lamp Column,Matthias Road,533008.25,185430.9531,LED
14777,GC224,Opp School,Lamp Column,Matthias Road,532993.125,185440,LED
14778,GC225,Opp Watson Close,Lamp Column,Matthias Road,532972.875,185433.1563,LED
14779,GC226,O/s 110,Lamp Column,Matthias Road,532958.0625,185439.2188,LED
14780,GC227,O/s 111,Lamp Column,Matthias Road,532939.1875,185428.5,LED
14781,GC228,O/s Mildmay Club,Lamp Column,Matthias Road,532915.9375,185431.8281,LED
14782,JC301,J/w Bingfield Street,Lamp Column,Pembroke Street,530476.5,183929.5938,LED
14783,JC302,O/s 56-87,Lamp Column,Pembroke Street,530482.5625,183957.375,LED
14784,JC303,O/s 52-91,Lamp Column,Pembroke Street,530479.75,183981.75,LED
14785,JC304,R/o 38-51 Earlferry Way,Lamp Column,Pembroke Street,530468.375,184002.875,LED
14786,JC305,R/o 38-51 Earlferry Way,Lamp Column,Pembroke Street,530465.6875,184027.4375,LED
14787,JC306,Opp Public House,Lamp Column,Pembroke Street,530462.4375,184050.2344,LED
14788,JC307,Opp Stranraer Way,Lamp Column,Pembroke Street,530459.5,184072.2656,LED
14789,JC308,Opp Boys School,Lamp Column,Pembroke Street,530465.1875,184098.4844,LED
14790,JC309,Opp Tayport Close,Lamp Column,Pembroke Street,530454.3125,184113.4531,LED
14791,JC310,Opp Tayport Close,Lamp Column,Pembroke Street,530451.75,184132.2344,LED
14792,JC311,O/s 80-108,Lamp Column,Pembroke Street,530459.125,184148.1875,LED
14793,JC324,S/o 270 Caledonian Road,Lamp Column,Richmond Avenue,530728.375,183889.5781,LED
14794,JC325,O/s 1/3,Lamp Column,Richmond Avenue,530744.625,183888.8438,LED
14795,JC326,O/s 4/6,Lamp Column,Richmond Avenue,530761.5625,183877.4063,LED
14796,KC552,S/o 10 Cloudesley Road,Lamp Column,Ritchie Street,531261.625,183445.6875,LED
14797,KC553,O/s 22/23,Lamp Column,Ritchie Street,531281.4375,183444.7031,LED
14798,KC554,O/s Primary School,Lamp Column,Ritchie Street,531300.6875,183459.0938,LED
14799,KC555,Opp Surgery,Lamp Column,Ritchie Street,531320.75,183466.125,LED
14800,KC556,O/s Primary School,Lamp Column,Ritchie Street,531342.6875,183473.0781,LED
14801,KC557,J/w Liverpool Road,Lamp Column,Ritchie Street,531365.875,183472.9844,LED
14802,JC327,O/s 17,Lamp Column,Richmond Avenue,530782.125,183889,LED
14803,JC328,O/s 18/20,Lamp Column,Richmond Avenue,530797.75,183878.2813,LED
14804,JC329,O/s 25,Lamp Column,Richmond Avenue,530827.125,183890.0156,LED
14805,JC330,O/s 26/28,Lamp Column,Richmond Avenue,530842.5,183878.4844,LED
14806,JC331,O/s 35/37,Lamp Column,Richmond Avenue,530864.5,183890.5156,LED
14807,JC332,O/s 38/40,Lamp Column,Richmond Avenue,530884.0625,183879.3594,LED
14808,JC333,O/s 42/44,Lamp Column,Richmond Avenue,530898.5625,183879.6563,LED
14809,JC322,C/i O/s 49,Lamp Column,Richmond Avenue,530929.1875,183886.2031,LED
14810,JC336,O/s 61,Lamp Column,Richmond Avenue,530969.875,183892.3281,LED
14811,JC337,J/w Boxworth Grove,Lamp Column,Richmond Avenue,530986,183881.1719,LED
14812,JC338,O/s 65,Lamp Column,Richmond Avenue,530998.5625,183892.8125,LED
14813,JC339,O/s 64/66,Lamp Column,Richmond Avenue,531016,183882.0469,LED
14814,JC340,O/s 73,Lamp Column,Richmond Avenue,531028.5625,183893.4063,LED
14815,JC341,O/s 70,Lamp Column,Richmond Avenue,531040.9375,183882.5469,LED
14816,JC342,O/s 81/83,Lamp Column,Richmond Avenue,531059.875,183893.9844,LED
14817,JC343,O/s 85,Lamp Column,Richmond Avenue,531091.7501,183894.749,LED
14818,JC344,Opp 86/88,Lamp Column,Richmond Avenue,531111,183895.0625,LED
14819,JC346,J/w Thornhill Road,Lamp Column,Richmond Avenue,531189.875,183887.5781,LED
14820,JC347,Opp 98,Lamp Column,Richmond Avenue,531214.5,183898.5469,LED
14821,JC348,J/w Dowrey Street,Lamp Column,Richmond Avenue,531237,183902.0625,LED
14822,JC349,O/s 106/108,Lamp Column,Richmond Avenue,531267.625,183899.2656,LED
14823,JC350,O/s 107,Lamp Column,Richmond Avenue,531295.25,183910.3281,LED
14824,JC351,O/s 109,Lamp Column,Richmond Avenue,531321.75,183913.9063,LED
14825,JC352,Opp 19,Lamp Column,Richmond Avenue,531347.875,183910.4688,LED
14826,JC353,opp 127,Lamp Column,Richmond Avenue,531375.0625,183914.2969,LED
14827,JC360,J/w Caledonian Road,Lamp Column,Story Street,530682,184016.8594,LED
14828,JC361,R/o 237 Caledonian Road,Lamp Column,Story Street,530664.6875,184014.3125,LED
14829,JC362,J/w Caledonian Road,Lamp Column,Story Street,530643.9375,184012.6563,LED
14830,JC364,R/o 299 Caledonian Road,Lamp Column,Tilloch Street,530646.5,184127.3438,LED
14831,JC365,S/o 297 Caledonian Road,Lamp Column,Tilloch Street,530663.875,184121.8594,LED
14832,EC536,S/o Public House,Lamp Column,Ronalds Road,531250.25,185146.0156,LED
14833,EC537,O/s 2a,Lamp Column,Ronalds Road,531272.875,185151.5938,LED
14834,EC538,O/s 11,Lamp Column,Ronalds Road,531283.125,185171.3594,LED
14835,EC539,S/o 12 Horsell Road,Lamp Column,Ronalds Road,531309.5,185189.7656,LED
14836,EC540,O/s 12/14,Lamp Column,Ronalds Road,531334.9375,185192.6875,LED
14837,EC541,O/s 25/27,Lamp Column,Ronalds Road,531351.125,185208.9844,LED
14838,EC542,O/s 26/28,Lamp Column,Ronalds Road,531370.8125,185205.8438,LED
14839,EC543,O/s 41/43,Lamp Column,Ronalds Road,531389.8125,185219.9375,LED
14840,EC544,O/s 42/44,Lamp Column,Ronalds Road,531411.75,185215.8281,LED
14841,EC545,O/s 57/59,Lamp Column,Ronalds Road,531430.6875,185229.2344,LED
14842,EC546,O/s 58/60,Lamp Column,Ronalds Road,531452.625,185225.0781,LED
14843,EC547,S/o 17 Arvon Road,Lamp Column,Ronalds Road,531474.75,185230.1719,LED
14844,EC548,Opp Highbury Crescent Rooms,Lamp Column,Ronalds Road,531508.3125,185247,LED
14845,EC549,Opp Highbury Crescent Rooms,Lamp Column,Ronalds Road,531532.875,185247.7344,LED
14846,EC550,O/s 71/73,Lamp Column,Ronalds Road,531556.8125,185242.1563,LED
14847,EC551,O/s 70,Lamp Column,Ronalds Road,531564.375,185229.625,LED
14848,EC552,O/s 77/79,Lamp Column,Ronalds Road,531583.9375,185229.4375,LED
14849,EC553,O/s Crescent Mansions,Lamp Column,Ronalds Road,531594.5,185212.7969,LED
14850,EC554,Opp Crescent Mansions,Lamp Column,Ronalds Road,531608.75,185218.375,LED
14851,EC555,Opp 89,Lamp Column,Ronalds Road,531629.5,185204.6875,LED
14852,EC556,J/w Highbury Crescent,Lamp Column,Ronalds Road,531650.5625,185208.0625,LED
14853,KC564,Opp Public House,Lamp Column,Baldwin Terrace,532101.3125,183303.4531,LED
14854,KC565,O/s 65/74 Cluse Court,Lamp Column,Baldwin Terrace,532121.5625,183315.6875,LED
14855,KC566,O/s Cluse Court,Lamp Column,Baldwin Terrace,532143.5,183329.1875,LED
14856,KC567,Opp Works,Lamp Column,Baldwin Terrace,532167.375,183345.3438,LED
14857,MC001,J/w Bunhill Row,Lamp Column,Banner Street,532557.5,182347.4063,LED
14858,MC002,O/s Royal Mail House,Lamp Column,Banner Street,532540.3125,182352.3906,LED
14859,MC003,O/s 1-13 Quaker Court,Lamp Column,Banner Street,532527.0625,182337.9063,LED
14860,MC004,O/s 16-26,Lamp Column,Banner Street,532498.125,182333.9844,LED
14861,MC005,O/s 28-42,Lamp Column,Banner Street,532472.1422,182322.6543,LED
14862,MC006,Opp 28-42,Lamp Column,Banner Street,532448,182303.2188,LED
14863,MC007,O/s 23-30,Lamp Column,Banner Street,532424.625,182292.9375,LED
14864,MC008,O/s 70,Lamp Column,Banner Street,532395,182287.6563,LED
14865,MC009,O/s 59,Lamp Column,Banner Street,532387.4375,182271.6094,LED
14866,MC010,J/w Whitecross Street,Lamp Column,Banner Street,532369.0625,182274.8438,LED
14867,MC011,S/o 171 Whitecross Street,Lamp Column,Banner Street,532350.5625,182256.0469,LED
14868,MC012,Opp 74-84,Lamp Column,Banner Street,532330.4375,182246.8594,LED
14869,MC013,O/s Banner House,Lamp Column,Banner Street,532307.25,182236.5781,LED
14870,MC014,Opp 92/94,Lamp Column,Banner Street,532281.375,182225.625,LED
14871,KC602,S/o 108 Essex Road,Lamp Column,Dibden Street,531980.0625,183937.0469,LED
14872,KC603,O/s Hayhurst,Lamp Column,Dibden Street,531996.3125,183924.3281,LED
14873,KC604,Opp Halton Place,Lamp Column,Dibden Street,532020.3125,183917.9688,LED
14874,KC605,Opp Flats,Lamp Column,Dibden Street,532051,183910,LED
14875,KC606,Opp Flats,Lamp Column,Dibden Street,532083.4375,183909.4063,LED
14876,KC607,O/s Primary School,Lamp Column,Dibden Street,532113.25,183908.9219,LED
14877,LC038,J/w Charterhouse Street,Lamp Column,Fox And Knot Street,531891.0625,181869.4531,LED
14878,LC039,J/w Charterhouse Square,Lamp Column,Fox And Knot Street,531903.3219,181857.2131,LED
14879,MC027,Adj To Mitchell Street,Lamp Column,Ironmonger Row,532332,182475.7031,SON
14880,MC030,Opp Radnor Street,Lamp Column,Ironmonger Row,532303.875,182534.5625,LED
14881,MC028,Opp Park,Lamp Column,Ironmonger Row,532324.625,182498.8438,SON
14882,MC029,O/s Youth Centre,Lamp Column,Ironmonger Row,532317.125,182521.4375,SON
14883,MC031,Opp Norman Street,Lamp Column,Ironmonger Row,532304.5625,182558.0469,LED
14884,MC032,O/s Swimming Baths,Lamp Column,Ironmonger Row,532292.625,182568.125,LED
14885,MC033,Opp 70,Lamp Column,Ironmonger Row,532284.4375,182593.75,LED
14886,MC034,O/s Gastigny House,Lamp Column,Ironmonger Row,532283.25,182624.1875,LED
14887,MC035,Opp 94,Lamp Column,Ironmonger Row,532268.6875,182647.5625,LED
14888,MC036,Opp Lever Street,Lamp Column,Ironmonger Row,532270.0625,182665.4375,LED
14889,MC037,S/o Telephone Exchange,Lamp Column,Ironmonger Row,532260.0625,182679.5625,LED
14890,MC038,J/w Dingley Road,Lamp Column,Ironmonger Row,532257.875,182711.4531,LED
14891,MC039,J/w Central Street,Lamp Column,Mitchell Street,532180.625,182427.6875,LED
14892,MC049,Adj To 25,Lamp Column,Mitchell Street,532417.6875,182496.8594,LED
14893,MC040,Opp 1-20 Roby House,Lamp Column,Mitchell Street,532208.8125,182435.2031,LED
14894,MC041,O/s 32,Lamp Column,Mitchell Street,532243.75,182431.6875,LED
14895,MC042,Opp St Lukes Rectory,Lamp Column,Mitchell Street,532272.625,182447.0469,LED
14896,MC046,Opp 9/10,Lamp Column,Mitchell Street,532340.4375,182467.3125,LED
14897,MC047,O/s 39/41,Lamp Column,Mitchell Street,532370.75,182478.2656,LED
14898,MC048,Opp Bartholomew Court,Lamp Column,Mitchell Street,532394.6875,182487.0781,LED
14899,MC050,Opp Lizard Street,Lamp Column,Mitchell Street,532443.0625,182497.8906,LED
14900,KC634,Opp 2/3,Lamp Column,Moon Street,531594,183823.9531,LED
14901,KC635,O/s 36/37,Lamp Column,Moon Street,531572.9375,183822.7813,LED
14902,KC636,O/s 32/33,Lamp Column,Moon Street,531551.125,183821.7031,LED
14903,KC637,O/s 16/17,Lamp Column,Moon Street,531531,183827.7656,LED
